9.824859412932746006e-01 -1.048647697418463032e-01 5.669025944005839923e-02 -1.432165134077651170e-01
9.714220651641566340e-01 -1.412899175535874408e-01 6.264818736937517729e-02 -1.801430962574956385e-01
-9.552325372260224157e-01 1.907672738159908732e-01 2.912430156624720018e-02 2.242552610839454452e-01
9.380592302557856366e-01 1.869877108099267382e-02 1.211269760967498832e-01 -3.240732820731151986e-01
9.493081103535893073e-01 -3.987346481195309239e-02 3.459874197518112565e-02 -3.098824704214847570e-01
8.866424409095154946e-01 3.742376605315803628e-01 -1.241478179625134931e-01 2.416581774180472653e-01
9.661100729061555814e-01 -9.579628977261306355e-02 1.383332335567446225e-01 -1.957506433930666367e-01
-9.665784256032364796e-01 1.654339098839981981e-01 -8.154229404109068075e-03 1.956815708279322219e-01
9.270835672857308252e-01 1.325097704301083645e-01 7.753280343169861866e-03 3.505668362142144723e-01
9.476132389281795021e-01 -1.174147769249949680e-01 -2.504302557059074896e-01 1.597736104454435258e-01
8.352026411055325505e-01 -4.166504303787811891e-01 2.483074841110890496e-01 2.591956027596543644e-01
8.417269940105407411e-01 -2.064177911416598399e-01 1.285698059682543470e-01 4.820344054602977435e-01
9.524132783200953689e-01 5.227177898631571451e-02 1.263142454050134866e-01 -2.724359003672907065e-01
9.209130997116065087e-01 -1.556527415187264896e-01 -3.042849927066124116e-01 1.873550908056728637e-01
9.619705656442968378e-01 -1.493869778898496148e-01 5.265692153383934315e-02 -2.225385590982115747e-01
9.635425687320984256e-01 -2.606150309334291648e-02 -1.881402008917433533e-01 1.884403913869836522e-01
-8.523889845596236414e-01 4.231553260091024393e-01 -1.247800989431124968e-01 -2.807178583191510812e-01
9.674670249497794305e-01 7.604082346725207775e-02 4.648223117205820508e-03 2.412545187620284692e-01
8.539761870767968999e-01 -3.414826054102458319e-01 2.029521143925774318e-01 3.360427671764237845e-01
8.952990885139262556e-01 -1.190823924583737370e-01 -3.118228933506329570e-01 2.950006933804773523e-01
9.452502583851043472e-01 -7.556926152148772668e-02 -2.755947770173427513e-01 1.576031554784080857e-01
9.072508278481997701e-01 -2.921529855381440610e-01 2.950663644465608693e-01 -6.692091587982623713e-02
9.198341011523880617e-01 -1.371818925898147246e-01 -3.207159672029296082e-01 1.795205366629246679e-01
9.661788880711317251e-01 -1.003074032632985391e-01 -2.010301826750690579e-01 -1.265845438820770719e-01
9.241579151763477107e-01 -8.217734563202207243e-02 -2.721050230699909034e-01 2.552212532330751515e-01
9.149331654352761412e-01 -1.160037611591784174e-01 -2.767658436585259674e-01 2.698909001198338542e-01
8.818820766475324868e-01 1.615083602742290458e-01 -3.453246608218624170e-01 -2.773985059037471501e-01
9.721306662158644141e-01 1.497500937577967706e-01 1.320851987860662269e-01 1.228428975719634275e-01
9.270083407700628886e-01 7.392598852243219276e-02 1.880633012934366799e-01 3.159472726110006957e-01
9.421180375470606938e-01 -5.423121893717533504e-02 -1.959387307838704739e-01 2.666094371920639805e-01
-9.481385213929163225e-01 2.821749599879587178e-01 4.133628885344811654e-02 1.403636257385523778e-01
9.402971812881809610e-01 -2.273494408232683561e-01 -2.269754223980563479e-01 -1.124081858499313413e-01
8.834525062373841386e-01 1.159005631301712191e-01 -3.031057001907165316e-01 -3.379432840002730143e-01
-9.588061131394062242e-01 1.267163524300830846e-01 -1.677993433307043564e-02 2.536774275277503543e-01
9.641852955910996670e-01 -2.287709615012194497e-01 4.546350751728398670e-02 -1.262680974115674704e-01
9.290200160098459614e-01 -3.546352073914603720e-01 5.221884477521339385e-02 -9.180888727037067598e-02
9.370255158679557939e-01 9.582771268160830691e-02 1.690116862345761306e-01 -2.902331511229340189e-01
-9.539302516073537852e-01 6.128945851681426998e-02 -1.427630952465718320e-03 2.936982111162919074e-01
9.516854190755837939e-01 1.982988431488669212e-01 1.919665816612239895e-01 -1.346152422649684044e-01
9.460670616969359958e-01 -2.222062304392382059e-01 -1.227748782246844556e-01 -2.012655837519773394e-01
9.496814997202565056e-01 1.843377175330200568e-02 5.148011803187485524e-02 -3.084072674167321337e-01
8.489488930006583445e-01 -2.657264974588385842e-01 2.693520654453820939e-01 3.689507696990497188e-01
9.121751496595075226e-01 1.384788490078429080e-01 1.898024684676970497e-01 3.357605213313308301e-01
9.622675795318154091e-01 -1.089436567053351512e-01 -3.847564678670595262e-02 -2.463574834463041208e-01
9.609645974568463700e-01 2.484293638474309174e-01 1.009171787938419190e-01 6.815876053196329165e-02
9.237372562694599054e-01 2.117842579860486352e-01 2.961652437863957488e-01 1.189245888032147147e-01
9.694012681971638790e-01 -7.612032416012812219e-02 4.994077063382501569e-02 -2.279754304656251007e-01
8.879996613758556201e-01 1.735250471123423455e-01 -4.206365255849008333e-01 -6.641214320354221767e-02
9.138978454460394696e-01 1.726511769043987538e-02 2.516628937570163094e-02 4.047953824826572289e-01
8.804968241120030292e-01 -3.956141223923368977e-01 2.441537686621351178e-01 9.275638059181787187e-02
8.914819334195954736e-01 -4.030496683939754909e-01 9.897677424817807879e-02 1.816989965668260321e-01
9.456445123326737701e-01 -6.580846379626532905e-02 -2.533610501490172195e-01 1.929608267376107800e-01
9.175638665446365083e-01 -1.784657370177223645e-01 -7.830244239416044028e-02 3.465476288152709028e-01
9.370437214429599981e-01 2.914996989863875010e-01 1.762445344372349787e-01 -7.690808589593409184e-02
9.271954565293284434e-01 2.838366080968230398e-01 2.188658965989410121e-01 -1.088259371721760349e-01
9.367382080470856298e-01 1.126328527060294210e-01 3.120511250189120234e-01 1.116219756610139502e-01
9.449035139758324986e-01 3.060606459231476895e-02 2.056085018247083285e-01 -2.528749929583660738e-01
9.607681335570426029e-01 -2.425119772525380357e-03 -1.561611980799649801e-01 2.291994601861793712e-01
9.413446941150447334e-01 -9.211282885068305948e-02 -2.130469778079919219e-01 2.449415825650240741e-01
-9.505666301245803140e-01 2.345503717059963800e-01 1.851217975311836988e-02 2.026487207632121645e-01
9.007334921517246018e-01 2.684486549277027567e-01 -3.372764020548748576e-01 -5.347078081143746831e-02
9.050225432010232662e-01 1.679819348759420405e-01 3.653921970611729853e-01 1.385814135448745210e-01
9.417787312083583107e-01 3.532615647632277728e-02 -3.898391587932220625e-02 3.320920631615563723e-01
