9.830746051435668154e-01 -4.116656444639348739e-02 -9.987176474319156561e-02 1.479704879379055149e-01
-9.514263352977146981e-01 2.695697162405837899e-01 -3.106736144211278555e-02 1.454472950623588445e-01
8.972278265207468406e-01 -2.997420836121639232e-01 -1.371250024410157753e-01 -2.938258741742237334e-01
9.270792160612719712e-01 7.263314365871133271e-02 2.320815706241169674e-01 -2.852835399494920710e-01
9.055769940328072254e-01 -1.213518312278702438e-02 8.847191025411135779e-02 -4.146754951827630875e-01
8.903198449118784330e-01 2.309885484993870752e-01 -1.901290763912911741e-01 3.432576270512129879e-01
9.219532672253180072e-01 -6.123079410183196458e-02 3.372205819995054976e-01 -1.803752809620405850e-01
9.269549180493933394e-01 -2.717498110402462586e-01 -1.963497586443694876e-01 -1.683846560228417222e-01
8.966878271162473935e-01 1.991605206917768933e-01 -9.046665030186720746e-02 3.848399834768770345e-01
9.723180658751616745e-01 -1.201227811764715991e-01 -1.512388455828455602e-01 1.315101053226813144e-01
8.988595893284049287e-01 -2.628974908208278061e-01 1.294912395291086260e-01 3.258348767055166406e-01
8.953607920391850605e-01 -2.367525957832186390e-01 1.435667688584922885e-01 3.488063120822261221e-01
9.425068665407091428e-01 2.071446530635358552e-01 1.014580044222770233e-01 -2.418226055798973761e-01
9.034781844700779940e-01 -3.207983758200274038e-01 -1.867111597472022322e-01 2.143700424120374426e-01
-8.954311835653804286e-01 2.841372919213330794e-01 -7.520244218288593685e-02 3.343853877310473122e-01
9.760495374156861192e-01 2.183485508204255354e-02 -1.580782391763807804e-01 1.478573972213294563e-01
-9.193177524778451959e-01 2.684758942243841151e-01 -5.652765946476823178e-02 -2.820996063714660829e-01
9.772847945348742682e-01 3.819343844459128362e-02 -1.040867415201893187e-01 1.806146225265746197e-01
9.000646323559788886e-01 -2.261387681234003355e-01 1.533319877542795584e-01 3.394616571350127510e-01
8.413850168948896480e-01 -1.239422775697079926e-03 -3.948428005458572976e-01 3.690106773971099652e-01
9.697742487118857779e-01 1.289328495446731560e-03 -2.243496846972420911e-01 9.593468165150897953e-02
